BusNo,Routes,TD,TT
32A,Railway Station|Town Hall|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Saibaba Kovil|Ooty New|Eru Company|Housing Unit|Kavundampalayam|Cheran Nagar|I.T.I.|G.N. Mills|Vellakinar Pirivu|Venugopal Hospital|Viswanathapuram|Thudiyalur|Ulavar Sandhai|Vadamadurai|NGGO Colony|Sri Murugan Nagar|Thoppampatti Pirivu|Rakkiapalayam Pirivu|Kumaran Mills|Narasimhanaickenpalayam|K.S.B.|A.V.B. Matriculation School / Ramanarayana Mill|Gas Company|Ramakrishna Mission Vivekananda University|Ranganayagi Nagar|SRKV Polytechnic College|L.M.W.|Periyanaickenpalayam|Pricol|Vannan Kovil|Jothipuram|Veerapandi Pirivu|Thiruvalluvar Nagar|Press Colony,0 2 1 1 2 1 1 2 1 2 2 1 1 2 2 2 2 2 1 2 2 2 2 0 2 2 2 1 2 1 3 3 3 2 2 1 1 2 1 2 1 2 2 2 2,6:05AM 6:20AM 6:35AM 6:50AM 7:05AM 7:20AM 7:35AM 7:50AM 8:05AM 8:15AM 8:25AM 8:35AM 8:45AM 8:55AM 9:05AM 9:15AM 9:25AM 9:35AM 9:45AM 9:55AM 10:05AM 10:15AM 10:25AM 10:35AM 10:45AM 10:55AM 11:05AM 11:20AM 11:35AM 11:50AM 12:05PM 12:20PM 12:35PM 12:50PM 1:05PM 1:20PM 1:35PM 1:50PM 2:05PM 2:20PM 2:35PM 2:50PM 3:05PM 3:20PM 3:35PM 3:50PM 4:05PM 4:20PM 4:35PM 4:50PM 5:05PM 5:15PM 5:25PM 5:35PM 5:45PM 5:55PM 6:05PM 6:15PM 6:25PM 6:35PM 6:45PM 6:55PM 7:05PM 7:15PM 7:25PM 7:35PM 7:45PM 7:55PM 8:05PM 8:20PM 8:35PM 8:50PM 8:55PM
32A,Press Colony|Thiruvalluvar Nagar|Veerapandi Pirivu|Jothipuram|Vannan Kovil|Pricol|Periyanaickenpalayam|L.M.W.|SRKV Polytechnic College|Ranganayagi Nagar|Ramakrishna Mission Vivekananda University|Gas Company|A.V.B. Matriculation School / Ramanarayana Mill|K.S.B.|Narasimhanaickenpalayam|Kumaran Mills|Rakkiapalayam Pirivu|Thoppampatti Pirivu|Sri Murugan Nagar|NGGO Colony|Vadamadurai|Ulavar Sandhai|Thudiyalur|Viswanathapuram|Venugopal Hospital|Vellakinar Pirivu|G.N. Mills|I.T.I.|Cheran Nagar|Kavundampalayam|Housing Unit|Eru Company|Ooty New|Saibaba Kovil|Murugan Mills|T.V.S.|North Coimbatore|Marakadai|Oppanakara Street Bus Stop|Manikoondu / Town Hall|Railway Station,0 1 3 2 1 2 2 1 1 2 1 1 3 2 3 4 0 2 2 1 3 1 1 1 2 2 2 2 1 3 2 2 1 1 2 1 2 6 1 2 2,6:05AM 6:20AM 6:35AM 6:50AM 7:05AM 7:20AM 7:35AM 7:50AM 8:05AM 8:15AM 8:25AM 8:35AM 8:45AM 8:55AM 9:05AM 9:15AM 9:25AM 9:35AM 9:45AM 9:55AM 10:05AM 10:15AM 10:25AM 10:35AM 10:45AM 10:55AM 11:05AM 11:20AM 11:35AM 11:50AM 12:05PM 12:20PM 12:35PM 12:50PM 1:05PM 1:20PM 1:35PM 1:50PM 2:05PM 2:20PM 2:35PM 2:50PM 3:05PM 3:20PM 3:35PM 3:50PM 4:05PM 4:20PM 4:35PM 4:50PM 5:05PM 5:15PM 5:25PM 5:35PM 5:45PM 5:55PM 6:05PM 6:15PM 6:25PM 6:35PM 6:45PM 6:55PM 7:05PM 7:15PM 7:25PM 7:35PM 7:45PM 7:55PM 8:05PM 8:20PM 8:35PM 8:50PM 8:55PM
27B,Ukkadam Bus Stand|Ukkadam|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Saibaba Kovil|Ooty New|Eru Company|Housing Unit|Kavundampalayam|Cheran Nagar|I.T.I.|G.N. Mills|Vellakinar Pirivu|Venugopal Hospital|Viswanathapuram|Thudiyalur|Ulavar Sandhai|Vadamadurai|NGGO Colony|Sri Murugan Nagar|Thoppampatti Pirivu|Rakkiapalayam Pirivu|Kumaran Mills|Narasimhanaickenpalayam|K.S.B.|A.V.B. Matriculation School / Ramanarayana Mill|Gas Company|Ramakrishna Mission Vivekananda University|Ranganayagi Nagar|SRKV Polytechnic College|L.M.W.|Periyanaickenpalayam|Pricol|Vannan Kovil|Jothipuram|Veerapandi Pirivu|Thiruvalluvar Nagar|Press Colony,0 0 1 2 2 0 1 2 2 2 1 2 1 1 2 2 3 1 2 2 2 1 2 1 1 2 2 2 1 1 4 3 2 2 2 1 1 2 1 2 2 1 2 3 1,7:00AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 1:00PM 3:00PM 5:00PM 5:30PM 6:00PM 6:10PM
27B,Press Colony|Thiruvalluvar Nagar|Veerapandi Pirivu|Jothipuram|Vannan Kovil|Pricol|Periyanaickenpalayam|L.M.W.|SRKV Polytechnic College|Ranganayagi Nagar|Ramakrishna Mission Vivekananda University|Gas Company|A.V.B. Matriculation School / Ramanarayana Mill|K.S.B.|Narasimhanaickenpalayam|Kumaran Mills|Rakkiapalayam Pirivu|Thoppampatti Pirivu|Sri Murugan Nagar|NGGO Colony|Vadamadurai|Ulavar Sandhai|Thudiyalur|Viswanathapuram|Venugopal Hospital|Vellakinar Pirivu|G.N. Mills|I.T.I.|Cheran Nagar|Kavundampalayam|Housing Unit|Eru Company|Ooty New|Saibaba Kovil|Murugan Mills|T.V.S.|North Coimbatore|Navratna Hotel|Brookefields Mall / Devanga High School|Marakadai|Oppanakara Street Bus Stop|Five Corner|Ukkadam,0 1 3 2 1 2 2 1 1 2 1 1 3 2 3 4 0 2 2 1 3 1 1 1 2 2 2 2 1 3 2 2 1 1 2 1 2 1 3 2 1 1 2,7:00AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 1:00PM 3:00PM 5:00PM 5:30PM 6:00PM 6:10PM
27,Railway Station|Government Hospital|Town Hall|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Saibaba Kovil|Ooty New|Eru Company|Housing Unit|Kavundampalayam|Cheran Nagar|I.T.I.|G.N. Mills|Vellakinar Pirivu|Venugopal Hospital|Viswanathapuram|Thudiyalur|Ulavar Sandhai|Vadamadurai|NGGO Colony|Sri Murugan Nagar|Thoppampatti Pirivu|Rakkiapalayam Pirivu|Kumaran Mills|Narasimhanaickenpalayam|K.S.B.|A.V.B. Matriculation School / Ramanarayana Mill|Gas Company|Ramakrishna Mission Vivekananda University|Ranganayagi Nagar|SRKV Polytechnic College|L.M.W.|Periyanaickenpalayam|Pricol|Vannan Kovil|Jothipuram|Veerapandi Pirivu|Thiruvalluvar Nagar|Press Colony,0 0 3 1 1 3 0 1 2 1 3 1 2 1 1 2 2 3 1 2 1 3 1 2 1 1 2 2 2 1 1 4 3 2 2 2 1 1 2 1 2 1 2 2 2 2,5:30AM 6:30AM 7:30AM 8:30AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 12:00PM 1:00PM 2:00PM 3:00PM 4:00PM 5:00PM 5:30PM
27,Press Colony|Thiruvalluvar Nagar|Veerapandi Pirivu|Jothipuram|Vannan Kovil|Pricol|Periyanaickenpalayam|L.M.W.|SRKV Polytechnic College|Ranganayagi Nagar|Ramakrishna Mission Vivekananda University|Gas Company|A.V.B. Matriculation School / Ramanarayana Mill|K.S.B.|Narasimhanaickenpalayam|Kumaran Mills|Rakkiapalayam Pirivu|Thoppampatti Pirivu|Sri Murugan Nagar|NGGO Colony|Vadamadurai|Ulavar Sandhai|Thudiyalur|Viswanathapuram|Venugopal Hospital|Vellakinar Pirivu|G.N. Mills|I.T.I.|Cheran Nagar|Kavundampalayam|Housing Unit|Eru Company|Ooty New|Saibaba Kovil|Murugan Mills|T.V.S.|North Coimbatore|Marakadai|Oppanakara Street Bus Stop|Manikoondu / Town Hall|Railway Station,0 1 3 2 1 2 2 1 1 2 1 1 3 2 3 4 0 2 2 1 3 1 1 1 2 2 2 2 1 3 2 2 1 1 2 1 2 6 1 2 2,5:30AM 6:30AM 7:30AM 8:30AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 12:00PM 1:00PM 2:00PM 3:00PM 4:00PM 5:00PM 5:30PM
25,Edayarpalayam|Shivaji Colony|Kovil Medu|Velandipalayam|Venkitapuram|P & T|Sri Valli Theatre / Annapoorna|Saibaba Colony|Puliyamaram|Murugan Mills|T.V.S.|North Coimbatore|Navratna Hotel|Brookefields Mall / Devanga High School|Marakadai|Oppanakara Street Bus Stop|Ukkadam|Ukkadam Bus Stand|High School|Selvapuram|Muthusawamy Colony|L.I.C. Colony|Telungupalayam Hospital|Telungupalayam Pirivu Bus Stop|Tamil College|Perur|Perur Chettipalayam|Pachapalayam Junction|Kalampalayam|Chellappa Goundan Puthur|Madampatti|Thondamuthur 3|Thondamuthur 2,0 1 1 1 2 1 2 1 1 2 1 2 1 2 3 1 3 0 7 1 1 1 2 2 3 2 2 4 3 7 5 9 1,5:15AM 6:15AM 7:15AM 8:15AM 8:45AM 9:15AM 9:45AM 10:15AM 10:45AM 11:15AM 12:15PM 1:15PM 2:15PM 3:15PM 4:15PM 5:15PM 5:45PM 6:15PM 6:45PM 7:15PM 7:45PM 8:15PM 9:15PM 9:30PM
25,Thondamuthur 2|Thondamuthur 3|Madampatti|Chellappa Goundan Puthur|Kalampalayam|Pachapalayam Junction|Perur Chettipalayam|Perur|Tamil College|Telungupalayam Pirivu Bus Stop|Telungupalayam Hospital|L.I.C. Colony|Muthusawamy Colony|Selvapuram|High School|Ukkadam|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Puliyamaram|Saibaba Colony|Sri Valli Theatre / Annapoorna|P & T|Venkitapuram|Velandipalayam|Kovil Medu|Shivaji Colony|Edayarpalayam,0 0 9 5 7 3 5 1 2 3 2 2 1 1 1 7 1 1 3 0 1 2 1 3 1 2 0 1 2 1 3 1 1 1,5:15AM 6:15AM 7:15AM 8:15AM 8:45AM 9:15AM 9:45AM 10:15AM 10:45AM 11:15AM 12:15PM 1:15PM 2:15PM 3:15PM 4:15PM 5:15PM 5:45PM 6:15PM 6:45PM 7:15PM 7:45PM 8:15PM 9:15PM 9:30PM
22,Sowripalayam|Annai Velakanni Matriculation High School|Sowripalayam Main|Udayampalayam|Udayampalayam|Meena Estate|Puliyakulam Vinayagar Temple|Puliyakulam Water Tank|Puliyakulam Police Station|Carmel Garden Matriculation Higher Secondary School (C.G.M.H|Sungam|Air India|Rainbow|Saint Francis Anglo Indian Girls High School|Government Hospital|Town Hall|Prakasam|Oppanakara Street Bus Stop|Gandhi Park Corporation Complex|R.S. Puram Boys Higher Secondary School|Shri Nehru Vidyalaya|M.C. Complex|Tamilnadu Agricultural University Main Gate|Botanical Garden|Sri Lakshmi Vinayagar Thirukovil|P.N. Pudur|Perumal Kovil|Mullai Nagar|Karupparayan Kovil|Veerakeralam,0 0 1 1 1 2 1 1 1 1 1 2 1 2 1 3 1 1 4 2 1 3 2 1 2 1 2 1 2 6,6:10AM 8:10AM 8:40AM 9:10AM 9:40AM 10:10AM 10:40AM 11:10AM 1:10PM 3:10PM 5:10PM 5:40PM 6:10PM 6:20PM
22,Veerakeralam|Vadavalli High School|Karupparayan Kovil|Mullai Nagar|Perumal Kovil|P.N. Pudur|Sri Lakshmi Vinayagar Thirukovil|Botanical Garden|Tamilnadu Agricultural University Main Gate|Lawley Road|Shri Nehru Vidyalaya|R.S. Puram Boys Higher Secondary School|Gandhi Park Corporation Complex|K.C.T.|Kennedy Theatre|Mahali Amman Koil / Flower Market|Sukrawarpet|Marakadai|Oppanakara Street Bus Stop|Manikoondu / Town Hall|Government Hospital|Saint Francis Anglo Indian Girls High School|Rainbow|Air India|Sungam|Carmel Garden Matriculation Higher Secondary School (C.G.M.H|Puliyakulam Police Station|Puliyakulam Vinayagar Temple|Meena Estate|Udayampalayam|Udayampalayam|Sowripalayam Main|Annai Velakanni Matriculation High School|Sowripalayam,0 6 1 2 2 1 2 2 1 3 2 1 1 1 1 2 1 1 1 2 2 1 2 1 2 1 2 1 1 2 2 0 1 1,6:10AM 8:10AM 8:40AM 9:10AM 9:40AM 10:10AM 10:40AM 11:10AM 1:10PM 3:10PM 5:10PM 5:40PM 6:10PM 6:20PM
21C,Gandhipuram Town Bus Stand|Park Gate|V.O.C. Park|C.S.I. School|C.S.I. Immanuel Church|D.S.P. Office|Collector Office|Railway Station|Government Hospital|Town Hall|Prakasam|Oppanakara Street Bus Stop|Gandhi Park Corporation Complex|R.S. Puram Boys Higher Secondary School|Poosaripalayam|Panaimarathoor|Moongathur|Veerakeralam|Nagarajapuram Main|Nambialaganpalayam|P.S.G. High School Vedapatti|Kurumbapalayam|Sethu Vidyalaya|Sundapalayam|Onapalayam|Uliyampaalayam|Deenampalayam|Pudhupalayam|Kulathupalayam|Thondamuthur 2|Thondamuthur|Vandikaranur Pirivu More|Kaaliamman Pudur|Parameswaranpalayam|Devarayapuram|Devarayapuram West,0 2 3 1 1 0 0 1 1 3 1 1 4 2 5 1 4 2 3 1 3 2 1 5 4 1 2 2 3 2 1 4 2 2 2 1,6:00AM 8:00AM 8:30AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 1:00PM 3:00PM 5:00PM 5:30PM 6:00PM 6:30PM 6:45PM
21C,Devarayapuram West|Devarayapuram|Parameswaranpalayam|Kaaliamman Pudur|Vandikaranur Pirivu More|Thondamuthur|Thondamuthur 2|Kulathupalayam|Pudhupalayam|Deenampalayam|Uliyampaalayam|Sundapalayam|Sethu Vidyalaya|Kurumbapalayam|P.S.G. High School Vedapatti|Nambialaganpalayam|Nagarajapuram Main|Veerakeralam|Moongathur|Panaimarathoor|Poosaripalayam|R.S. Puram Boys Higher Secondary School|Gandhi Park Corporation Complex|K.C.T.|Kennedy Theatre|Mahali Amman Koil / Flower Market|Sukrawarpet|Marakadai|Oppanakara Street Bus Stop|Manikoondu / Town Hall|Railway Station|Collector Office|D.S.P. Office|Oriental Insurance|C.S.I. Immanuel Church|C.S.I. School|V.O.C. Park|Park Gate|Gandhipuram Town Bus Stand,0 0 3 2 1 5 0 3 3 2 1 5 5 1 2 3 1 3 3 3 1 5 2 1 1 1 1 1 2 1 2 1 0 1 0 0 1 3 3,6:00AM 8:00AM 8:30AM 9:00AM 9:30AM 10:00AM 10:30AM 11:00AM 1:00PM 3:00PM 5:00PM 5:30PM 6:00PM 6:30PM 6:45PM
21,Gandhipuram Town Bus Stand|Park Gate|V.O.C. Park|C.S.I. School|C.S.I. Immanuel Church|D.S.P. Office|Collector Office|Railway Station|Government Hospital|Town Hall|Prakasam|Oppanakara Street Bus Stop|Gandhi Park Corporation Complex|R.S. Puram Boys Higher Secondary School|Poosaripalayam|Panaimarathoor|Moongathur|Veerakeralam|Nagarajapuram Main|Nambialaganpalayam|P.S.G. High School Vedapatti|Kurumbapalayam|Sethu Vidyalaya|Sundapalayam|Onapalayam|Uliyampaalayam|Dhaliyur,0 2 3 1 1 0 0 1 1 3 1 1 4 2 5 1 4 2 3 1 3 2 1 5 4 1 5,6:50AM 8:50AM 9:20AM 9:50AM 10:20AM 10:50AM 11:20AM 1:20PM 3:20PM 5:20PM 5:50PM 6:20PM 6:30PM
21,Dhaliyur|Uliyampaalayam|Sundapalayam|Sethu Vidyalaya|Kurumbapalayam|P.S.G. High School Vedapatti|Nambialaganpalayam|Nagarajapuram Main|Veerakeralam|Moongathur|Panaimarathoor|Poosaripalayam|R.S. Puram Boys Higher Secondary School|Gandhi Park Corporation Complex|Marakadai|Oppanakara Street Bus Stop|Manikoondu / Town Hall|Railway Station|Collector Office|D.S.P. Office|Oriental Insurance|C.S.I. Immanuel Church|C.S.I. School|V.O.C. Park|Park Gate|Gandhipuram Town Bus Stand,0 5 4 5 1 2 3 1 3 3 3 1 5 2 4 1 2 2 0 1 0 1 0 1 3 3,6:50AM 8:50AM 9:20AM 9:50AM 10:20AM 10:50AM 11:20AM 1:20PM 3:20PM 5:20PM 5:50PM 6:20PM 6:30PM
16B,Saibaba Colony|Puliyamaram|Murugan Mills|T.V.S.|North Coimbatore|Navratna Hotel|Poomarket|Mahali Amman Koil / Flower Market|Sukrawarpet|Marakadai|Oppanakara Street Bus Stop|Manikoondu / Town Hall|Railway Station|Collector Office|D.S.P. Office|Oriental Insurance|C.S.I. Immanuel Church|C.S.I. School|V.O.C. Park|Anna Statue|K.P.R. Mill|GKNM Hospital|Lakshmi Mills|Nava India|Suguna Kalyana Mandapam Bus stop|P.S.G. Tech / Peelamedu|Krishnamal College|Fun Mall|Varatharaja Mills|Hope College|C.I.T.|Codissia|Arvind Eye Hospital|SITRA Airport|Nehru Nagar|Periyar Nagar|N.G.P. College|KMCH College of Pharmacy|Lakshmi Technology|Kalapatti,0 0 2 2 2 1 2 1 0 2 1 1 2 1 1 0 0 1 1 1 3 1 1 3 2 2 2 2 1 2 2 2 2 2 3 2 2 2 3 2,5:45AM 6:45AM 7:45AM 8:45AM 9:15AM 9:45AM 10:15AM 10:45AM 11:15AM 12:15PM 1:15PM 2:15PM 3:15PM 4:15PM 5:15PM 5:45PM 6:15PM 6:45PM 7:15PM 7:45PM 8:15PM 9:00PM
16B,Kalapatti|Lakshmi Technology|KMCH College of Pharmacy|N.G.P. College|Periyar Nagar|Nehru Nagar|SITRA Airport|Arvind Eye Hospital|Codissia|C.I.T.|Hope College|Varatharaja Mills|Fun Mall|Krishnamal College|P.S.G. Tech / Peelamedu|Suguna Kalyana Mandapam|Nava India|Lakshmi Mills|GKNM Hospital|Anna Statue|V.O.C. Park|C.S.I. School|C.S.I. Immanuel Church|D.S.P. Office|Collector Office|Railway Station|Town Hall|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Puliyamaram|Saibaba Colony,0 2 3 2 1 2 5 1 2 2 2 2 1 2 2 2 2 3 1 4 1 1 1 0 1 0 3 1 1 2 1 1 2 1 2 2 1 1,5:45AM 6:45AM 7:45AM 8:45AM 9:15AM 9:45AM 10:15AM 10:45AM 11:15AM 12:15PM 1:15PM 2:15PM 3:15PM 4:15PM 5:15PM 5:45PM 6:15PM 6:45PM 7:15PM 7:45PM 8:15PM 9:00PM
13C,Ukkadam Bus Stand|Ukkadam|Prakasam|Oppanakara Street Bus Stop|Gandhi Park Corporation Complex|R.S. Puram Boys Higher Secondary School|Shri Nehru Vidyalaya|Lawley Road|Government College of Technology (GCT)|Velandipalayam|Kovil Medu|Shivaji Colony|Edayarpalayam|T.V.S. Nagar|Luna|K.N.G. Pudur Pirivu|Vel International Public School|Kasi Nanjegoundan Pudur|V.K.R. Nagar|Subramaniam Palayam|G.N. Mills|Vellakinar Pirivu|Venugopal Hospital|Viswanathapuram|Thudiyalur|Cheran Colony,0 0 1 2 4 1 2 2 3 4 1 2 1 2 2 2 2 2 3 1 4 2 2 1 2 2,5:15AM 6:15AM 7:15AM 8:15AM 8:45AM 9:15AM 9:45AM 10:15AM 10:45AM 11:15AM 12:15PM 1:15PM 2:15PM 3:15PM 4:15PM 5:15PM 5:45PM 6:15PM 6:45PM 7:15PM 7:55PM
13C,Cheran Colony|Thudiyalur|Viswanathapuram|Venugopal Hospital|Vellakinar Pirivu|G.N. Mills|Subramaniam Palayam|V.K.R. Nagar|Kasi Nanjegoundan Pudur|Vel International Public School|K.N.G. Pudur Pirivu|Luna|T.V.S. Nagar|Edayarpalayam|Shivaji Colony|Kovil Medu|Velandipalayam|Government College of Technology (GCT)|Lawley Road|Shri Nehru Vidyalaya|R.S. Puram Boys Higher Secondary School|Gandhi Park Corporation Complex|Marakadai|Oppanakara Street Bus Stop|Ukkadam|Ukkadam Bus Stand,0 1 2 1 2 2 4 1 3 2 2 2 2 2 1 2 1 4 3 3 1 1 4 2 3 0,5:15AM 6:15AM 7:15AM 8:15AM 8:45AM 9:15AM 9:45AM 10:15AM 10:45AM 11:15AM 12:15PM 1:15PM 2:15PM 3:15PM 4:15PM 5:15PM 5:45PM 6:15PM 6:45PM 7:15PM 7:55PM
13B,Ukkadam Bus Stand|Ukkadam|Prakasam|Oppanakara Street Bus Stop|Gandhi Park Corporation Complex|R.S. Puram Boys Higher Secondary School|Shri Nehru Vidyalaya|Lawley Road|Government College of Technology (GCT)|Velandipalayam|Kovil Medu|Shivaji Colony|Edayarpalayam|T.V.S. Nagar|Luna|K.N.G. Pudur Pirivu|Vel International Public School|Kasi Nanjegoundan Pudur|V.K.R. Nagar|Subramaniam Palayam|G.N. Mills|Vellakinar Pirivu|Venugopal Hospital|Viswanathapuram|Thudiyalur|Cheran Colony,0 0 1 2 4 1 2 2 3 4 1 2 1 2 2 2 2 2 3 1 4 2 2 1 2 2,5:05AM 6:05AM 7:05AM 8:05AM 8:35AM 9:05AM 9:35AM 10:05AM 10:35AM 11:05AM 12:05PM 1:05PM 2:05PM 3:05PM 4:05PM 5:05PM 5:35PM 6:05PM 6:35PM 7:05PM 7:35PM 7:45PM
13B,Cheran Colony|Thudiyalur|Viswanathapuram|Venugopal Hospital|Vellakinar Pirivu|G.N. Mills|Subramaniam Palayam|V.K.R. Nagar|Kasi Nanjegoundan Pudur|Vel International Public School|K.N.G. Pudur Pirivu|Luna|T.V.S. Nagar|Edayarpalayam|Shivaji Colony|Kovil Medu|Velandipalayam|Government College of Technology (GCT)|Lawley Road|Shri Nehru Vidyalaya|R.S. Puram Boys Higher Secondary School|Gandhi Park Corporation Complex|Marakadai|Oppanakara Street Bus Stop|Ukkadam|Ukkadam Bus Stand,0 1 2 1 2 2 4 1 3 2 2 2 2 2 1 2 1 4 3 3 1 1 4 2 3 0,5:05AM 6:05AM 7:05AM 8:05AM 8:35AM 9:05AM 9:35AM 10:05AM 10:35AM 11:05AM 12:05PM 1:05PM 2:05PM 3:05PM 4:05PM 5:05PM 5:35PM 6:05PM 6:35PM 7:05PM 7:35PM 7:45PM
11C,Railway Station|Government Hospital|Town Hall|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Puliyamaram|Saibaba Colony|Sri Valli Theatre / Annapoorna|P & T|Venkitapuram|Velandipalayam|Kovil Medu|Shivaji Colony|Edayarpalayam|T.V.S. Nagar|Luna|K.N.G. Pudur Pirivu|Autoprint|Keartiman Matriculation Higher Secondary School|Kanuvai|Government Higher Secondary School|Pannimadai|Dhaliyur|Avinashilingam University|Pappanaickenpalayam|Varappalayam|Ramanathapuram Village|Madathur|Madathur Puthur|Nanjundapuram|Chinna Thadagam,0 0 3 1 1 3 0 1 2 1 3 1 2 1 0 2 1 3 1 1 1 2 2 2 3 1 2 5 2 4 1 2 3 1 1 2 1 2,5:55AM 6:55AM 7:55AM 8:55AM 9:25AM 9:55AM 10:25AM 10:55AM 11:25AM 12:25PM 1:25PM 2:25PM 3:25PM 4:25PM 5:25PM 5:55PM 6:25PM 6:55PM 7:25PM 7:55PM 8:25PM 9:05PM
11C,Chinna Thadagam|Nanjundapuram|Madathur Puthur|Madathur|Ramanathapuram Village|Varappalayam|Pappanaickenpalayam|Avinashilingam University|Dhaliyur|Pannimadai|Government Higher Secondary School|Kanuvai|Keartiman Matriculation Higher Secondary School|Autoprint|K.N.G. Pudur Pirivu|Luna|T.V.S. Nagar|Edayarpalayam|Shivaji Colony|Kovil Medu|Velandipalayam|Venkitapuram|P & T|Sri Valli Theatre / Annapoorna|Saibaba Colony|Puliyamaram|Murugan Mills|T.V.S.|North Coimbatore|Navratna Hotel|Brookefields Mall / Devanga High School|Marakadai|Oppanakara Street Bus Stop|Manikoondu / Town Hall|Railway Station,0 2 1 1 1 2 3 2 1 4 1 6 2 1 3 2 2 2 1 1 1 3 0 3 0 1 2 1 3 1 2 2 2 1 2,5:55AM 6:55AM 7:55AM 8:55AM 9:25AM 9:55AM 10:25AM 10:55AM 11:25AM 12:25PM 1:25PM 2:25PM 3:25PM 4:25PM 5:25PM 5:55PM 6:25PM 6:55PM 7:25PM 7:55PM 8:25PM 9:05PM
11B,Railway Station|Government Hospital|Town Hall|Prakasam|Oppanakara Street Bus Stop|Sukrawarpet|Mahali Amman Koil / Flower Market|Poomarket|Navratna Hotel|North Coimbatore|T.V.S.|Murugan Mills|Puliyamaram|Saibaba Colony|Sri Valli Theatre / Annapoorna|P & T|Venkitapuram|Velandipalayam|Kovil Medu|Shivaji Colony|Edayarpalayam|T.V.S. Nagar|Luna|K.N.G. Pudur Pirivu|Autoprint|Keartiman Matriculation Higher Secondary School|Kanuvai|A.B.C. Agro and Food Machine Factory|Nayakar Thottam|Gundu Perumal Temple|Thiruvalluvar Nagar|Somayanur|Kalayanur|Thanneer Pandal|Rangaswamy Gowder Garden|Chinna Thadagam Government Boys School|Mariamman Temple|Vrindavan Nagar|Veerapandi|Primary Hospital|Veerapandi Bus Stand,0 0 3 1 1 3 0 1 2 1 3 1 2 1 0 2 1 3 1 1 1 2 2 2 3 1 2 3 2 1 2 2 2 3 1 1 2 3 2 1 0,5:30AM 8:30AM 9:30AM 10:30AM 11:30AM 2:30PM 5:30PM 6:30PM
11B,Veerapandi Bus Stand|Primary Hospital|Veerapandi|Vrindavan Nagar|Mariamman Temple|Chinna Thadagam Government Boys School|Rangaswamy Gowder Garden|Thanneer Pandal|Kalayanur|Somayanur|Thiruvalluvar Nagar|Gundu Perumal Temple|Nayakar Thottam|A.B.C. Agro and Food Machine Factory|Kanuvai|Keartiman Matriculation Higher Secondary School|Autoprint|K.N.G. Pudur Pirivu|Luna|T.V.S. Nagar|Edayarpalayam|Shivaji Colony|Kovil Medu|Velandipalayam|Venkitapuram|P & T|Sri Valli Theatre / Annapoorna|Saibaba Colony|Puliyamaram|Murugan Mills|T.V.S.|North Coimbatore|Navratna Hotel|Brookefields Mall / Devanga High School|Marakadai|Oppanakara Street Bus Stop|Manikoondu / Town Hall|Railway Station,0 0 0 2 4 1 2 1 3 2 2 2 0 3 3 2 1 3 2 1 3 1 1 1 2 1 2 1 1 2 1 2 2 1 3 1 2 2,5:30AM 8:30AM 9:30AM 10:30AM 11:30AM 2:30PM 5:30PM 6:30PM
